model,dataset,pooling,package,method,condition,parameter,est,se,ci_0.025,ci_0.1,ci_0.9,ci_0.975
dubep_rrest.eqn,Dube_2012-P.csv,complete,TreeBUGS,simple,Dube_2012-P,q_5,0.7135740329667609,0.027661405330589004,0.6579934131881052,0.6778280109411889,0.7485819767318413,0.7655641169439377
dubep_rrest.eqn,Dube_2012-P.csv,complete,TreeBUGS,simple,Dube_2012-P,q_6,0.2761401459471156,0.02399062417150145,0.22948048780160135,0.24564370444894645,0.3068525550441053,0.32462637889090185
dubep_rrest.eqn,Dube_2012-P.csv,complete,TreeBUGS,simple,Dube_2012-P,r_1,0.7879873068348301,0.02558185620346666,0.7551127946538957,0.7641973560268993,0.812426013408293,0.8366090881018338
dubep_rrest.eqn,Dube_2012-P.csv,complete,TreeBUGS,simple,Dube_2012-P,r_2,0.8891695718396365,0.018753311305397483,0.8525223106712074,0.8670155276781062,0.9122012497517161,0.9255015101279875
dubep_rrest.eqn,Dube_2012-P.csv,complete,TreeBUGS,simple,Dube_2012-P,r_6,0.9376783436308831,0.0145420677292213,0.9125121327193617,0.9209873842268984,0.9564553703141814,0.9703494388914362
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait,Dube_2012-P,Dn,0.7705110408614865,0.05036723226200639,0.660635925,0.7061451000000001,0.8301688,0.855969125
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait,Dube_2012-P,Do,0.7742159180743243,0.037854274689130114,0.69288565,0.7253210000000001,0.820682,0.8426722750000001
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait,Dube_2012-P,g,0.26444748467905405,0.039798286311496484,0.1872238,0.2144153,0.3153784,0.34500837500000003
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait,Dube_2012-P,q_1,0.44950437876689187,0.07847574902713031,0.30035947500000004,0.3499034,0.5509498,0.604748375
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait,Dube_2012-P,q_2,0.797750553125,0.0581805404365253,0.669245775,0.7224240000000001,0.8666041,0.897461375
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait,Dube_2012-P,q_5,0.765265147179054,0.058452375908988885,0.6389469,0.6891387999999999,0.836854,0.867207
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait,Dube_2012-P,q_6,0.2703032796875,0.06592703724800213,0.14836254999999998,0.187481,0.3561242,0.40616602500000004
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait,Dube_2012-P,r_1,0.8807533288175675,0.0598649272050795,0.7439328,0.8015989000000001,0.9505870999999999,0.974995175
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait,Dube_2012-P,r_2,0.9587850322972973,0.033580847292068054,0.871821725,0.9160586,0.9921242,0.9975470249999999
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait,Dube_2012-P,r_6,0.9531622822128378,0.017768223436784445,0.914831825,0.9301299000000001,0.9747821,0.984198
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait_uncorrelated,Dube_2012-P,Dn,0.7643573614583333,0.05224207472016217,0.64615115,0.6962246,0.8259985,0.8519493
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait_uncorrelated,Dube_2012-P,Do,0.78395890796875,0.035709344737537105,0.707798425,0.7381203000000001,0.8277607,0.8473251249999999
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait_uncorrelated,Dube_2012-P,g,0.25009550296875,0.03932170382880426,0.17607565000000003,0.20082699999999998,0.301469,0.3302176249999999
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait_uncorrelated,Dube_2012-P,q_1,0.4631121733333333,0.08212632770689875,0.30423002499999996,0.3577928,0.5677898,0.6255396749999999
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait_uncorrelated,Dube_2012-P,q_2,0.8212440488020833,0.04970239675763505,0.712045125,0.7553384999999999,0.8808371,0.9052797999999999
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait_uncorrelated,Dube_2012-P,q_5,0.7865040983333333,0.059432810597200424,0.6583352250000001,0.7092076999999999,0.8589669999999999,0.89074185
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait_uncorrelated,Dube_2012-P,q_6,0.2793427930052083,0.06688979988903791,0.1578243,0.19595239999999997,0.36619290000000004,0.41964412500000003
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait_uncorrelated,Dube_2012-P,r_1,0.9023519834895833,0.056313391343776414,0.7661369499999999,0.8269534999999999,0.9661847000000001,0.9835784
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait_uncorrelated,Dube_2012-P,r_2,0.9665894352083333,0.025061567041433985,0.904057975,0.9338365,0.9923671000000001,0.99727405
dubep_rrest.eqn,Dube_2012-P.csv,partial,TreeBUGS,trait_uncorrelated,Dube_2012-P,r_6,0.95574306171875,0.01805299558096723,0.915414,0.9319497999999999,0.9772502999999999,0.985788775
